H_Grade,H_District,Guest_Sum,H_Accomadation,H_Type,W_DaN,W_Theme,Bugget
5,1,3,1,0,0,4,12650
5,1,3,1,0,1,0,12900
5,1,3,1,0,1,1,13150
5,1,3,1,0,1,2,13100
5,1,3,1,0,1,3,13200
5,1,3,1,0,1,4,13050
5,1,3,1,1,0,0,13100
5,1,3,1,1,0,1,13350
5,1,3,1,1,0,2,13300
5,1,3,1,1,0,3,13400
5,1,3,1,1,0,4,13250
5,1,3,1,1,1,0,13500
5,1,3,1,1,1,1,13750
5,1,3,1,1,1,2,13700
5,1,3,1,1,1,3,13800
5,1,3,1,1,1,4,13650
5,1,3,0,0,0,0,12200
5,1,3,0,0,0,1,12450
5,1,3,0,0,0,2,12400
5,1,3,0,0,0,3,12500
5,1,3,0,0,0,4,12350
5,1,3,0,0,1,0,12600
5,1,3,0,0,1,1,12850
5,1,3,0,0,1,2,12800
5,1,3,0,0,1,3,12900
5,1,3,0,0,1,4,12750
5,1,3,0,1,0,0,12800
5,1,3,0,1,0,1,13050
5,1,3,0,1,0,2,13000
5,1,3,0,1,0,3,13100
5,1,3,0,1,0,4,12950
5,1,3,0,1,1,0,13200
5,1,3,0,1,1,1,13450
5,1,3,0,1,1,2,13400
5,1,3,0,1,1,3,13500
5,1,3,0,1,1,4,13350
4,1,1,1,0,0,0,11100
4,1,1,1,0,0,1,11350
4,1,1,1,0,0,2,11300
4,1,1,1,0,0,3,11400
4,1,1,1,0,0,4,11250
4,1,1,1,0,1,0,11500
4,1,1,1,0,1,1,11750
4,1,1,1,0,1,2,11700
4,1,1,1,0,1,3,11800
4,1,1,1,0,1,4,11650
4,1,1,1,1,0,0,11700
4,1,1,1,1,0,1,11950
4,1,1,1,1,0,2,11900
4,1,1,1,1,0,3,12000
4,1,1,1,1,0,4,11850
4,1,1,1,1,1,0,12100
4,1,1,1,1,1,1,12350
4,1,1,1,1,1,2,12300
4,1,1,1,1,1,3,12400
4,1,1,1,1,1,4,12250
4,1,1,0,0,0,0,10800
4,1,1,0,0,0,1,11050
4,1,1,0,0,0,2,11000
4,1,1,0,0,0,3,11100
4,1,1,0,0,0,4,10950
4,1,1,0,0,1,0,11200
4,1,1,0,0,1,1,11450
4,1,1,0,0,1,2,11400
4,1,1,0,0,1,3,11500
4,1,1,0,0,1,4,11350
4,1,1,0,1,0,0,11400
4,1,1,0,1,0,1,11650
4,1,1,0,1,0,2,11600
4,1,1,0,1,0,3,11700
4,1,1,0,1,0,4,11550
4,1,1,0,1,1,0,11800
4,1,1,0,1,1,1,12050
4,1,1,0,1,1,2,12000
4,1,1,0,1,1,3,12100
4,1,1,0,1,1,4,11950
4,1,2,1,0,0,0,10800
4,1,2,1,0,0,1,11050
4,1,2,1,0,0,2,11000
4,1,2,1,0,0,3,11100
4,1,2,1,0,0,4,10950
4,1,2,1,0,1,0,11200
4,1,2,1,0,1,1,11450
4,1,2,1,0,1,2,11400
4,1,2,1,0,1,3,11500
4,1,2,1,0,1,4,11350
4,1,2,1,1,0,0,11400
4,1,2,1,1,0,1,11650
4,1,2,1,1,0,2,11600
4,1,2,1,1,0,3,11700
4,1,2,1,1,0,4,11550
4,1,2,1,1,1,0,11800
4,1,2,1,1,1,1,12050
4,1,2,1,1,1,2,12000
4,1,2,1,1,1,3,12100
4,1,2,1,1,1,4,11950
4,1,2,0,0,0,0,10500
4,1,2,0,0,0,1,10750
4,1,2,0,0,0,2,10700
4,1,2,0,0,0,3,10800
4,1,2,0,0,0,4,10650
4,1,2,0,0,1,0,10900
4,1,2,0,0,1,1,11150
4,1,2,0,0,1,2,11100
4,1,2,0,0,1,3,11200
4,1,2,0,0,1,4,11050
4,1,2,0,1,0,0,11100
4,1,2,0,1,0,1,11350
4,1,2,0,1,0,2,11300
4,1,2,0,1,0,3,11400
4,1,2,0,1,0,4,11250
4,1,2,0,1,1,0,11500
4,1,2,0,1,1,1,11750
4,1,2,0,1,1,2,11700
4,1,2,0,1,1,3,11800
4,1,2,0,1,1,4,11650
4,1,3,1,0,0,0,10500
4,1,3,1,0,0,1,10750
4,1,3,1,0,0,2,10700
4,1,3,1,0,0,3,10800
4,1,3,1,0,0,4,10650
4,1,3,1,0,1,0,10900
4,1,3,1,0,1,1,11150
4,1,3,1,0,1,2,11100
4,1,3,1,0,1,3,11200
4,1,3,1,0,1,4,11050
4,1,3,1,1,0,0,11100
4,1,3,1,1,0,1,11350
4,1,3,1,1,0,2,11300
4,1,3,1,1,0,3,11400
4,1,3,1,1,0,4,11250
4,1,3,1,1,1,0,11500
4,1,3,1,1,1,1,11750
4,1,3,1,1,1,2,11700
4,1,3,1,1,1,3,11800
4,1,3,1,1,1,4,11650
4,1,3,0,0,0,0,10200
4,1,3,0,0,0,1,10450
4,1,3,0,0,0,2,10400
4,1,3,0,0,0,3,10500
4,1,3,0,0,0,4,10350
4,1,3,0,0,1,0,10600
4,1,3,0,0,1,1,10850
4,1,3,0,0,1,2,10800
4,1,3,0,0,1,3,10900
4,1,3,0,0,1,4,10750
4,1,3,0,1,0,0,10800
4,1,3,0,1,0,1,11050
4,1,3,0,1,0,2,11000
4,1,3,0,1,0,3,11100
4,1,3,0,1,0,4,10950
4,1,3,0,1,1,0,11200
4,1,3,0,1,1,1,11450
4,1,3,0,1,1,2,11400
4,1,3,0,1,1,3,11500
4,1,3,0,1,1,4,11350
3,1,1,1,0,0,0,8100
3,1,1,1,0,0,1,8350
3,1,1,1,0,0,2,8300
3,1,1,1,0,0,3,8400
3,1,1,1,0,0,4,8250
3,1,1,1,0,1,0,8500
3,1,1,1,0,1,1,8750
3,1,1,1,0,1,2,8700
3,1,1,1,0,1,3,8800
3,1,1,1,0,1,4,8650
3,1,1,1,1,0,0,8700
3,1,1,1,1,0,1,8950
3,1,1,1,1,0,2,8900
3,1,1,1,1,0,3,9000
3,1,1,1,1,0,4,8850
3,1,1,1,1,1,0,9100
3,1,1,1,1,1,1,9350
3,1,1,1,1,1,2,9300
3,1,1,1,1,1,3,9400
3,1,1,1,1,1,4,9250
3,1,1,0,0,0,0,7800
3,1,1,0,0,0,1,8050
3,1,1,0,0,0,2,8000
3,1,1,0,0,0,3,8100
3,1,1,0,0,0,4,7950
3,1,1,0,0,1,0,8200
3,1,1,0,0,1,1,8450
3,1,1,0,0,1,2,8400
3,1,1,0,0,1,3,8500
3,1,1,0,0,1,4,8350
3,1,1,0,1,0,0,8400
3,1,1,0,1,0,1,8650
3,1,1,0,1,0,2,8600
3,1,1,0,1,0,3,8700
3,1,1,0,1,0,4,8550
3,1,1,0,1,1,0,8800
3,1,1,0,1,1,1,9050
3,1,1,0,1,1,2,9000
3,1,1,0,1,1,3,9100
3,1,1,0,1,1,4,8950
3,1,2,1,0,0,0,7800
3,1,2,1,0,0,1,8050
3,1,2,1,0,0,2,8000
3,1,2,1,0,0,3,8100
3,1,2,1,0,0,4,7950
3,1,2,1,0,1,0,8200
3,1,2,1,0,1,1,8450
3,1,2,1,0,1,2,8400
3,1,2,1,0,1,3,8500
3,1,2,1,0,1,4,8350
3,1,2,1,1,0,0,8400
3,1,2,1,1,0,1,8650
3,1,2,1,1,0,2,8600
3,1,2,1,1,0,3,8700
3,1,2,1,1,0,4,8550
3,1,2,1,1,1,0,8800
3,1,2,1,1,1,1,9050
3,1,2,1,1,1,2,9000
3,1,2,1,1,1,3,9100
3,1,2,1,1,1,4,8950
3,1,2,0,0,0,0,7500
3,1,2,0,0,0,1,7750
3,1,2,0,0,0,2,7700
3,1,2,0,0,0,3,7800
3,1,2,0,0,0,4,7650
3,1,2,0,0,1,0,7900
3,1,2,0,0,1,1,8150
3,1,2,0,0,1,2,8100
3,1,2,0,0,1,3,8200
3,1,2,0,0,1,4,8050
3,1,2,0,1,0,0,8100
3,1,2,0,1,0,1,8350
3,1,2,0,1,0,2,8300
3,1,2,0,1,0,3,8400
3,1,2,0,1,0,4,8250
3,1,2,0,1,1,0,8500
3,1,2,0,1,1,1,8750
3,1,2,0,1,1,2,8700
3,1,2,0,1,1,3,8800
3,1,2,0,1,1,4,8650
3,1,3,1,0,0,0,7500
3,1,3,1,0,0,1,7750
3,1,3,1,0,0,2,7700
3,1,3,1,0,0,3,7800
3,1,3,1,0,0,4,7650
3,1,3,1,0,1,0,7900
3,1,3,1,0,1,1,8150
3,1,3,1,0,1,2,8100
3,1,3,1,0,1,3,8200
3,1,3,1,0,1,4,8050
3,1,3,1,1,0,0,8100
3,1,3,1,1,0,1,8350
3,1,3,1,1,0,2,8300
3,1,3,1,1,0,3,8400
3,1,3,1,1,0,4,8250
3,1,3,1,1,1,0,8500
3,1,3,1,1,1,1,8750
3,1,3,1,1,1,2,8700
3,1,3,1,1,1,3,8800
3,1,3,1,1,1,4,8650
3,1,3,0,0,0,0,7200
3,1,3,0,0,0,1,7450
3,1,3,0,0,0,2,7400
3,1,3,0,0,0,3,7500
3,1,3,0,0,0,4,7350
3,1,3,0,0,1,0,7600
3,1,3,0,0,1,1,7850
3,1,3,0,0,1,2,7800
3,1,3,0,0,1,3,7900
3,1,3,0,0,1,4,7750
3,1,3,0,1,0,0,7800
3,1,3,0,1,0,1,8050
3,1,3,0,1,0,2,8000
3,1,3,0,1,0,3,8100
3,1,3,0,1,0,4,7950
3,1,3,0,1,1,0,8200
3,1,3,0,1,1,1,8450
3,1,3,0,1,1,2,8400
3,1,3,0,1,1,3,8500
3,1,3,0,1,1,4,8350
2,1,1,1,0,0,0,6100
2,1,1,1,0,0,1,6350
2,1,1,1,0,0,2,6300
2,1,1,1,0,0,3,6400
2,1,1,1,0,0,4,6250
2,1,1,1,0,1,0,6500
2,1,1,1,0,1,1,6750
2,1,1,1,0,1,2,6700
2,1,1,1,0,1,3,6800
2,1,1,1,0,1,4,6650
2,1,1,1,1,0,0,6700
2,1,1,1,1,0,1,6950
2,1,1,1,1,0,2,6900
2,1,1,1,1,0,3,7000
2,1,1,1,1,0,4,6850
2,1,1,1,1,1,0,7100
2,1,1,1,1,1,1,7350
2,1,1,1,1,1,2,7300
2,1,1,1,1,1,3,7400
2,1,1,1,1,1,4,7250
2,1,1,0,0,0,0,5800
2,1,1,0,0,0,1,6050
2,1,1,0,0,0,2,6000
2,1,1,0,0,0,3,6100
2,1,1,0,0,0,4,5950
2,1,1,0,0,1,0,6200
2,1,1,0,0,1,1,6450
2,1,1,0,0,1,2,6400
2,1,1,0,0,1,3,6500
2,1,1,0,0,1,4,6350
2,1,1,0,1,0,0,6400
2,1,1,0,1,0,1,6650
2,1,1,0,1,0,2,6600
2,1,1,0,1,0,3,6700
2,1,1,0,1,0,4,6550
2,1,1,0,1,1,0,6800
2,1,1,0,1,1,1,7050
2,1,1,0,1,1,2,7000
2,1,1,0,1,1,3,7100
2,1,1,0,1,1,4,6950
2,1,2,1,0,0,0,5800
2,1,2,1,0,0,1,6050
2,1,2,1,0,0,2,6000
2,1,2,1,0,0,3,6100
2,1,2,1,0,0,4,5950
2,1,2,1,0,1,0,6200
2,1,2,1,0,1,1,6450
2,1,2,1,0,1,2,6400
2,1,2,1,0,1,3,6500
2,1,2,1,0,1,4,6350
2,1,2,1,1,0,0,6400
2,1,2,1,1,0,1,6650
2,1,2,1,1,0,2,6600
2,1,2,1,1,0,3,6700
2,1,2,1,1,0,4,6550
2,1,2,1,1,1,0,6800
2,1,2,1,1,1,1,7050
2,1,2,1,1,1,2,7000
2,1,2,1,1,1,3,7100
2,1,2,1,1,1,4,6950
2,1,2,0,0,0,0,5500
2,1,2,0,0,0,1,5750
2,1,2,0,0,0,2,5700
2,1,2,0,0,0,3,5800
2,1,2,0,0,0,4,5650
2,1,2,0,0,1,0,5900
2,1,2,0,0,1,1,6150
2,1,2,0,0,1,2,6100
2,1,2,0,0,1,3,6200
2,1,2,0,0,1,4,6050
2,1,2,0,1,0,0,6100
2,1,2,0,1,0,1,6350
2,1,2,0,1,0,2,6300
2,1,2,0,1,0,3,6400
2,1,2,0,1,0,4,6250
2,1,2,0,1,1,0,6500
2,1,2,0,1,1,1,6750
2,1,2,0,1,1,2,6700
2,1,2,0,1,1,3,6800
2,1,2,0,1,1,4,6650
2,1,3,1,0,0,0,5500
2,1,3,1,0,0,1,5750
2,1,3,1,0,0,2,5700
2,1,3,1,0,0,3,5800
2,1,3,1,0,0,4,5650
2,1,3,1,0,1,0,5900
2,1,3,1,0,1,1,6150
2,1,3,1,0,1,2,6100
2,1,3,1,0,1,3,6200
2,1,3,1,0,1,4,6050
2,1,3,1,1,0,0,6100
2,1,3,1,1,0,1,6350
2,1,3,1,1,0,2,6300
2,1,3,1,1,0,3,6400
2,1,3,1,1,0,4,6250
2,1,3,1,1,1,0,6500
2,1,3,1,1,1,1,6750
2,1,3,1,1,1,2,6700
2,1,3,1,1,1,3,6800
2,1,3,1,1,1,4,6650
2,1,3,0,0,0,0,5200
2,1,3,0,0,0,1,5450
2,1,3,0,0,0,2,5400
2,1,3,0,0,0,3,5500
2,1,3,0,0,0,4,5350
2,1,3,0,0,1,0,5600
2,1,3,0,0,1,1,5850
2,1,3,0,0,1,2,5800
2,1,3,0,0,1,3,5900
2,1,3,0,0,1,4,5750
2,1,3,0,1,0,0,5800
2,1,3,0,1,0,1,6050
2,1,3,0,1,0,2,6000
2,1,3,0,1,0,3,6100
2,1,3,0,1,0,4,5950
2,1,3,0,1,1,0,6200
2,1,3,0,1,1,1,6450
2,1,3,0,1,1,2,6400
2,1,3,0,1,1,3,6500
2,1,3,0,1,1,4,6350
