H_Grade,H_District,Guest_Sum,H_Accomadation,H_Type,W_DaN,W_Theme,Bugget
4,0,1,1,1,1,3,5690
4,0,1,1,1,1,4,5650
4,0,1,0,0,0,0,4900
4,0,1,0,0,0,1,5050
4,0,1,0,0,0,2,5020
4,0,1,0,0,0,3,4990
4,0,1,0,0,0,4,4950
4,0,1,0,0,1,0,5100
4,0,1,0,0,1,1,5250
4,0,1,0,0,1,2,5220
4,0,1,0,0,1,3,5190
4,0,1,0,0,1,4,5150
4,0,1,0,1,0,0,5300
4,0,1,0,1,0,1,5450
4,0,1,0,1,0,2,5420
4,0,1,0,1,0,3,5390
4,0,1,0,1,0,4,5350
4,0,1,0,1,1,0,5500
4,0,1,0,1,1,1,5650
4,0,1,0,1,1,2,5620
4,0,1,0,1,1,3,5590
4,0,1,0,1,1,4,5550
4,0,2,1,0,0,0,4800
4,0,2,1,0,0,1,4950
4,0,2,1,0,0,2,4920
4,0,2,1,0,0,3,4890
4,0,2,1,0,0,4,4850
4,0,2,1,0,1,0,5000
4,0,2,1,0,1,1,5150
4,0,2,1,0,1,2,5120
4,0,2,1,0,1,3,5090
4,0,2,1,0,1,4,5050
4,0,2,1,1,0,0,5200
4,0,2,1,1,0,1,5350
4,0,2,1,1,0,2,5320
4,0,2,1,1,0,3,5290
4,0,2,1,1,0,4,5250
4,0,2,1,1,1,0,5400
4,0,2,1,1,1,1,5550
4,0,2,1,1,1,2,5520
4,0,2,1,1,1,3,5490
4,0,2,1,1,1,4,5450
4,0,2,0,0,0,0,4700
4,0,2,0,0,0,1,4850
4,0,2,0,0,0,2,4820
4,0,2,0,0,0,3,4790
4,0,2,0,0,0,4,4750
4,0,2,0,0,1,0,4900
4,0,2,0,0,1,1,5050
4,0,2,0,0,1,2,5020
4,0,2,0,0,1,3,4990
4,0,2,0,0,1,4,4950
4,0,2,0,1,0,0,5100
4,0,2,0,1,0,1,5250
4,0,2,0,1,0,2,5220
4,0,2,0,1,0,3,5190
4,0,2,0,1,0,4,5150
4,0,2,0,1,1,0,5300
4,0,2,0,1,1,1,5450
4,0,2,0,1,1,2,5420
4,0,2,0,1,1,3,5390
4,0,2,0,1,1,4,5350
4,0,3,1,0,0,0,4700
4,0,3,1,0,0,1,4850
4,0,3,1,0,0,2,4820
4,0,3,1,0,0,3,4790
4,0,3,1,0,0,4,4750
4,0,3,1,0,1,0,4900
4,0,3,1,0,1,1,5050
4,0,3,1,0,1,2,5020
4,0,3,1,0,1,3,4990
4,0,3,1,0,1,4,4950
4,0,3,1,1,0,0,5100
4,0,3,1,1,0,1,5250
4,0,3,1,1,0,2,5220
4,0,3,1,1,0,3,5190
4,0,3,1,1,0,4,5150
4,0,3,1,1,1,0,5300
4,0,3,1,1,1,1,5450
4,0,3,1,1,1,2,5420
4,0,3,1,1,1,3,5390
4,0,3,1,1,1,4,5350
4,0,3,0,0,0,0,4600
4,0,3,0,0,0,1,4750
4,0,3,0,0,0,2,4720
4,0,3,0,0,0,3,4690
4,0,3,0,0,0,4,4650
4,0,3,0,0,1,0,4800
4,0,3,0,0,1,1,4950
4,0,3,0,0,1,2,4920
4,0,3,0,0,1,3,4890
4,0,3,0,0,1,4,4850
4,0,3,0,1,0,0,5000
4,0,3,0,1,0,1,5150
4,0,3,0,1,0,2,5120
4,0,3,0,1,0,3,5090
4,0,3,0,1,0,4,5050
4,0,3,0,1,1,0,5200
4,0,3,0,1,1,1,5350
4,0,3,0,1,1,2,5320
4,0,3,0,1,1,3,5290
4,0,3,0,1,1,4,5250
3,0,1,1,0,0,0,4700
3,0,1,1,0,0,1,4850
3,0,1,1,0,0,2,4820
3,0,1,1,0,0,3,4790
3,0,1,1,0,0,4,4750
3,0,1,1,0,1,0,4900
3,0,1,1,0,1,1,5050
3,0,1,1,0,1,2,5020
3,0,1,1,0,1,3,4990
3,0,1,1,0,1,4,4950
3,0,1,1,1,0,0,5100
3,0,1,1,1,0,1,5250
3,0,1,1,1,0,2,5220
3,0,1,1,1,0,3,5190
3,0,1,1,1,0,4,5150
3,0,1,1,1,1,0,5300
3,0,1,1,1,1,1,5450
3,0,1,1,1,1,2,5420
3,0,1,1,1,1,3,5390
3,0,1,1,1,1,4,5350
3,0,1,0,0,0,0,4600
3,0,1,0,0,0,1,4750
3,0,1,0,0,0,2,4720
3,0,1,0,0,0,3,4690
3,0,1,0,0,0,4,4650
3,0,1,0,0,1,0,4800
3,0,1,0,0,1,1,4950
3,0,1,0,0,1,2,4920
3,0,1,0,0,1,3,4890
3,0,1,0,0,1,4,4850
3,0,1,0,1,0,0,5000
3,0,1,0,1,0,1,5150
3,0,1,0,1,0,2,5120
3,0,1,0,1,0,3,5090
3,0,1,0,1,0,4,5050
3,0,1,0,1,1,0,5200
3,0,1,0,1,1,1,5350
3,0,1,0,1,1,2,5320
3,0,1,0,1,1,3,5290
3,0,1,0,1,1,4,5250
3,0,2,1,0,0,0,4500
3,0,2,1,0,0,1,4650
3,0,2,1,0,0,2,4620
3,0,2,1,0,0,3,4590
3,0,2,1,0,0,4,4550
3,0,2,1,0,1,0,4700
3,0,2,1,0,1,1,4850
3,0,2,1,0,1,2,4820
3,0,2,1,0,1,3,4790
3,0,2,1,0,1,4,4750
3,0,2,1,1,0,0,4900
3,0,2,1,1,0,1,5050
3,0,2,1,1,0,2,5020
3,0,2,1,1,0,3,4990
3,0,2,1,1,0,4,4950
3,0,2,1,1,1,0,5100
3,0,2,1,1,1,1,5250
3,0,2,1,1,1,2,5220
3,0,2,1,1,1,3,5190
3,0,2,1,1,1,4,5150
3,0,2,0,0,0,0,4400
3,0,2,0,0,0,1,4550
3,0,2,0,0,0,2,4520
3,0,2,0,0,0,3,4490
3,0,2,0,0,0,4,4450
3,0,2,0,0,1,0,4600
3,0,2,0,0,1,1,4750
3,0,2,0,0,1,2,4720
3,0,2,0,0,1,3,4690
3,0,2,0,0,1,4,4650
3,0,2,0,1,0,0,4800
3,0,2,0,1,0,1,4950
3,0,2,0,1,0,2,4920
3,0,2,0,1,0,3,4890
3,0,2,0,1,0,4,4850
3,0,2,0,1,1,0,5000
3,0,2,0,1,1,1,5150
3,0,2,0,1,1,2,5120
3,0,2,0,1,1,3,5090
3,0,2,0,1,1,4,5050
3,0,3,1,0,0,0,4400
3,0,3,1,0,0,1,4550
3,0,3,1,0,0,2,4520
3,0,3,1,0,0,3,4490
3,0,3,1,0,0,4,4450
3,0,3,1,0,1,0,4600
3,0,3,1,0,1,1,4750
3,0,3,1,0,1,2,4720
3,0,3,1,0,1,3,4690
3,0,3,1,0,1,4,4650
3,0,3,1,1,0,0,4800
3,0,3,1,1,0,1,4950
3,0,3,1,1,0,2,4920
3,0,3,1,1,0,3,4890
3,0,3,1,1,0,4,4850
3,0,3,1,1,1,0,5000
3,0,3,1,1,1,1,5150
3,0,3,1,1,1,2,5120
3,0,3,1,1,1,3,5090
3,0,3,1,1,1,4,5050
3,0,3,0,0,0,0,4300
3,0,3,0,0,0,1,4450
3,0,3,0,0,0,2,4420
3,0,3,0,0,0,3,4390
3,0,3,0,0,0,4,4350
3,0,3,0,0,1,0,4500
3,0,3,0,0,1,1,4650
3,0,3,0,0,1,2,4620
3,0,3,0,0,1,3,4590
3,0,3,0,0,1,4,4550
3,0,3,0,1,0,0,4700
3,0,3,0,1,0,1,4850
3,0,3,0,1,0,2,4820
3,0,3,0,1,0,3,4790
3,0,3,0,1,0,4,4750
3,0,3,0,1,1,0,4900
3,0,3,0,1,1,1,5050
3,0,3,0,1,1,2,5020
3,0,3,0,1,1,3,4990
3,0,3,0,1,1,4,4950
2,0,1,1,0,0,0,4600
2,0,1,1,0,0,1,4750
2,0,1,1,0,0,2,4720
2,0,1,1,0,0,3,4690
2,0,1,1,0,0,4,4650
2,0,1,1,0,1,0,4800
2,0,1,1,0,1,1,4950
2,0,1,1,0,1,2,4920
2,0,1,1,0,1,3,4890
2,0,1,1,0,1,4,4850
2,0,1,1,1,0,0,5000
2,0,1,1,1,0,1,5150
2,0,1,1,1,0,2,5120
2,0,1,1,1,0,3,5090
2,0,1,1,1,0,4,5050
2,0,1,1,1,1,0,5200
2,0,1,1,1,1,1,5350
2,0,1,1,1,1,2,5320
2,0,1,1,1,1,3,5290
2,0,1,1,1,1,4,5250
2,0,1,0,0,0,0,4500
2,0,1,0,0,0,1,4650
2,0,1,0,0,0,2,4620
2,0,1,0,0,0,3,4590
2,0,1,0,0,0,4,4550
2,0,1,0,0,1,0,4700
2,0,1,0,0,1,1,4850
2,0,1,0,0,1,2,4820
2,0,1,0,0,1,3,4790
2,0,1,0,0,1,4,4750
2,0,1,0,1,0,0,4900
2,0,1,0,1,0,1,5050
2,0,1,0,1,0,2,5020
2,0,1,0,1,0,3,4990
2,0,1,0,1,0,4,4950
2,0,1,0,1,1,0,5100
2,0,1,0,1,1,1,5250
2,0,1,0,1,1,2,5220
2,0,1,0,1,1,3,5190
2,0,1,0,1,1,4,5150
2,0,2,1,0,0,0,4400
2,0,2,1,0,0,1,4550
2,0,2,1,0,0,2,4520
2,0,2,1,0,0,3,4490
2,0,2,1,0,0,4,4450
2,0,2,1,0,1,0,4600
2,0,2,1,0,1,1,4750
2,0,2,1,0,1,2,4720
2,0,2,1,0,1,3,4690
2,0,2,1,0,1,4,4650
2,0,2,1,1,0,0,4800
2,0,2,1,1,0,1,4950
2,0,2,1,1,0,2,4920
2,0,2,1,1,0,3,4890
2,0,2,1,1,0,4,4850
2,0,2,1,1,1,0,5000
2,0,2,1,1,1,1,5150
2,0,2,1,1,1,2,5120
2,0,2,1,1,1,3,5090
2,0,2,1,1,1,4,5050
2,0,2,0,0,0,0,4300
2,0,2,0,0,0,1,4450
2,0,2,0,0,0,2,4420
2,0,2,0,0,0,3,4390
2,0,2,0,0,0,4,4350
2,0,2,0,0,1,0,4500
2,0,2,0,0,1,1,4650
2,0,2,0,0,1,2,4620
2,0,2,0,0,1,3,4590
2,0,2,0,0,1,4,4550
2,0,2,0,1,0,0,4700
2,0,2,0,1,0,1,4850
2,0,2,0,1,0,2,4820
2,0,2,0,1,0,3,4790
2,0,2,0,1,0,4,4750
2,0,2,0,1,1,0,4900
2,0,2,0,1,1,1,5050
2,0,2,0,1,1,2,5020
2,0,2,0,1,1,3,4990
2,0,2,0,1,1,4,4950
2,0,3,1,0,0,0,4300
2,0,3,1,0,0,1,4450
2,0,3,1,0,0,2,4420
2,0,3,1,0,0,3,4390
2,0,3,1,0,0,4,4350
2,0,3,1,0,1,0,4500
2,0,3,1,0,1,1,4650
2,0,3,1,0,1,2,4620
2,0,3,1,0,1,3,4590
2,0,3,1,0,1,4,4550
2,0,3,1,1,0,0,4700
2,0,3,1,1,0,1,4850
2,0,3,1,1,0,2,4820
2,0,3,1,1,0,3,4790
2,0,3,1,1,0,4,4750
2,0,3,1,1,1,0,4900
2,0,3,1,1,1,1,5050
2,0,3,1,1,1,2,5020
2,0,3,1,1,1,3,4990
2,0,3,1,1,1,4,4950
2,0,3,0,0,0,0,4200
2,0,3,0,0,0,1,4350
2,0,3,0,0,0,2,4320
2,0,3,0,0,0,3,4290
2,0,3,0,0,0,4,4250
2,0,3,0,0,1,0,4400
2,0,3,0,0,1,1,4550
2,0,3,0,0,1,2,4520
2,0,3,0,0,1,3,4490
2,0,3,0,0,1,4,4450
2,0,3,0,1,0,0,4600
2,0,3,0,1,0,1,4750
2,0,3,0,1,0,2,4720
2,0,3,0,1,0,3,4690
2,0,3,0,1,0,4,4650
2,0,3,0,1,1,0,4800
2,0,3,0,1,1,1,4950
2,0,3,0,1,1,2,4920
2,0,3,0,1,1,3,4890
2,0,3,0,1,1,4,4850
5,1,1,1,0,0,0,13100
5,1,1,1,0,0,1,13350
5,1,1,1,0,0,2,13300
5,1,1,1,0,0,3,13400
5,1,1,1,0,0,4,13250
5,1,1,1,0,1,0,13500
5,1,1,1,0,1,1,13750
5,1,1,1,0,1,2,13700
5,1,1,1,0,1,3,13800
5,1,1,1,0,1,4,13650
5,1,1,1,1,0,0,13700
5,1,1,1,1,0,1,13950
5,1,1,1,1,0,2,13900
5,1,1,1,1,0,3,14000
5,1,1,1,1,0,4,13850
5,1,1,1,1,1,0,14100
5,1,1,1,1,1,1,14350
5,1,1,1,1,1,2,14300
5,1,1,1,1,1,3,14400
5,1,1,1,1,1,4,14250
5,1,1,0,0,0,0,12800
5,1,1,0,0,0,1,13050
5,1,1,0,0,0,2,13000
5,1,1,0,0,0,3,13100
5,1,1,0,0,0,4,12950
5,1,1,0,0,1,0,13200
5,1,1,0,0,1,1,13450
5,1,1,0,0,1,2,13400
5,1,1,0,0,1,3,13500
5,1,1,0,0,1,4,13350
5,1,1,0,1,0,0,13400
5,1,1,0,1,0,1,13650
5,1,1,0,1,0,2,13600
5,1,1,0,1,0,3,13700
5,1,1,0,1,0,4,13550
5,1,1,0,1,1,0,13800
5,1,1,0,1,1,1,14050
5,1,1,0,1,1,2,14000
5,1,1,0,1,1,3,14100
5,1,1,0,1,1,4,13950
5,1,2,1,0,0,0,12800
5,1,2,1,0,0,1,13050
5,1,2,1,0,0,2,13000
5,1,2,1,0,0,3,13100
5,1,2,1,0,0,4,12950
5,1,2,1,0,1,0,13200
5,1,2,1,0,1,1,13450
5,1,2,1,0,1,2,13400
5,1,2,1,0,1,3,13500
5,1,2,1,0,1,4,13350
5,1,2,1,1,0,0,13400
5,1,2,1,1,0,1,13650
5,1,2,1,1,0,2,13600
5,1,2,1,1,0,3,13700
5,1,2,1,1,0,4,13550
5,1,2,1,1,1,0,13800
5,1,2,1,1,1,1,14050
5,1,2,1,1,1,2,14000
5,1,2,1,1,1,3,14100
5,1,2,1,1,1,4,13950
5,1,2,0,0,0,0,12500
5,1,2,0,0,0,1,12750
5,1,2,0,0,0,2,12700
5,1,2,0,0,0,3,12800
5,1,2,0,0,0,4,12650
5,1,2,0,0,1,0,12900
5,1,2,0,0,1,1,13150
5,1,2,0,0,1,2,13100
5,1,2,0,0,1,3,13200
5,1,2,0,0,1,4,13050
5,1,2,0,1,0,0,13100
5,1,2,0,1,0,1,13350
5,1,2,0,1,0,2,13300
5,1,2,0,1,0,3,13400
5,1,2,0,1,0,4,13250
5,1,2,0,1,1,0,13500
5,1,2,0,1,1,1,13750
5,1,2,0,1,1,2,13700
5,1,2,0,1,1,3,13800
5,1,2,0,1,1,4,13650
5,1,3,1,0,0,0,12500
5,1,3,1,0,0,1,12750
5,1,3,1,0,0,2,12700
5,1,3,1,0,0,3,12800
5,1,3,1,0,0,4,12650
5,1,3,1,0,1,0,12900
5,1,3,1,0,1,1,13150
5,1,3,1,0,1,2,13100
5,1,3,1,0,1,3,13200
5,1,3,1,0,1,4,13050
5,1,3,1,1,0,0,13100
5,1,3,1,1,0,1,13350
5,1,3,1,1,0,2,13300
5,1,3,1,1,0,3,13400
5,1,3,1,1,0,4,13250
5,1,3,1,1,1,0,13500
5,1,3,1,1,1,1,13750
5,1,3,1,1,1,2,13700
5,1,3,1,1,1,3,13800
5,1,3,1,1,1,4,13650
5,1,3,0,0,0,0,12200
5,1,3,0,0,0,1,12450
5,1,3,0,0,0,2,12400
5,1,3,0,0,0,3,12500
5,1,3,0,0,0,4,12350
5,1,3,0,0,1,0,12600
5,1,3,0,0,1,1,12850
5,1,3,0,0,1,2,12800
5,1,3,0,0,1,3,12900
5,1,3,0,0,1,4,12750
5,1,3,0,1,0,0,12800
5,1,3,0,1,0,1,13050
5,1,3,0,1,0,2,13000
5,1,3,0,1,0,3,13100
5,1,3,0,1,0,4,12950
5,1,3,0,1,1,0,13200
5,1,3,0,1,1,1,13450
5,1,3,0,1,1,2,13400
5,1,3,0,1,1,3,13500
5,1,3,0,1,1,4,13350
4,1,1,1,0,0,0,11100
4,1,1,1,0,0,1,11350
4,1,1,1,0,0,2,11300
4,1,1,1,0,0,3,11400
4,1,1,1,0,0,4,11250
4,1,1,1,0,1,0,11500
4,1,1,1,0,1,1,11750
4,1,1,1,0,1,2,11700
4,1,1,1,0,1,3,11800
4,1,1,1,0,1,4,11650
4,1,1,1,1,0,0,11700
4,1,1,1,1,0,1,11950
4,1,1,1,1,0,2,11900
4,1,1,1,1,0,3,12000
4,1,1,1,1,0,4,11850
4,1,1,1,1,1,0,12100
4,1,1,1,1,1,1,12350
4,1,1,1,1,1,2,12300
4,1,1,1,1,1,3,12400
4,1,1,1,1,1,4,12250
4,1,1,0,0,0,0,10800
4,1,1,0,0,0,1,11050
4,1,1,0,0,0,2,11000
4,1,1,0,0,0,3,11100
4,1,1,0,0,0,4,10950
4,1,1,0,0,1,0,11200
4,1,1,0,0,1,1,11450
4,1,1,0,0,1,2,11400
4,1,1,0,0,1,3,11500
4,1,1,0,0,1,4,11350
4,1,1,0,1,0,0,11400
4,1,1,0,1,0,1,11650
4,1,1,0,1,0,2,11600
4,1,1,0,1,0,3,11700
4,1,1,0,1,0,4,11550
4,1,1,0,1,1,0,11800
4,1,1,0,1,1,1,12050
4,1,1,0,1,1,2,12000
4,1,1,0,1,1,3,12100
4,1,1,0,1,1,4,11950
4,1,2,1,0,0,0,10800
4,1,2,1,0,0,1,11050
4,1,2,1,0,0,2,11000
4,1,2,1,0,0,3,11100
4,1,2,1,0,0,4,10950
4,1,2,1,0,1,0,11200
4,1,2,1,0,1,1,11450
4,1,2,1,0,1,2,11400
4,1,2,1,0,1,3,11500
4,1,2,1,0,1,4,11350
4,1,2,1,1,0,0,11400
4,1,2,1,1,0,1,11650
4,1,2,1,1,0,2,11600
4,1,2,1,1,0,3,11700
4,1,2,1,1,0,4,11550
4,1,2,1,1,1,0,11800
4,1,2,1,1,1,1,12050
4,1,2,1,1,1,2,12000
4,1,2,1,1,1,3,12100
4,1,2,1,1,1,4,11950
4,1,2,0,0,0,0,10500
4,1,2,0,0,0,1,10750
4,1,2,0,0,0,2,10700
4,1,2,0,0,0,3,10800
4,1,2,0,0,0,4,10650
4,1,2,0,0,1,0,10900
4,1,2,0,0,1,1,11150
4,1,2,0,0,1,2,11100
4,1,2,0,0,1,3,11200
4,1,2,0,0,1,4,11050
4,1,2,0,1,0,0,11100
4,1,2,0,1,0,1,11350
4,1,2,0,1,0,2,11300
4,1,2,0,1,0,3,11400
4,1,2,0,1,0,4,11250
4,1,2,0,1,1,0,11500
4,1,2,0,1,1,1,11750
4,1,2,0,1,1,2,11700
4,1,2,0,1,1,3,11800
4,1,2,0,1,1,4,11650
4,1,3,1,0,0,0,10500
4,1,3,1,0,0,1,10750
4,1,3,1,0,0,2,10700
4,1,3,1,0,0,3,10800
4,1,3,1,0,0,4,10650
4,1,3,1,0,1,0,10900
4,1,3,1,0,1,1,11150
4,1,3,1,0,1,2,11100
4,1,3,1,0,1,3,11200
4,1,3,1,0,1,4,11050
4,1,3,1,1,0,0,11100
4,1,3,1,1,0,1,11350
4,1,3,1,1,0,2,11300
4,1,3,1,1,0,3,11400
4,1,3,1,1,0,4,11250
4,1,3,1,1,1,0,11500
4,1,3,1,1,1,1,11750
4,1,3,1,1,1,2,11700
4,1,3,1,1,1,3,11800
4,1,3,1,1,1,4,11650
4,1,3,0,0,0,0,10200
4,1,3,0,0,0,1,10450
4,1,3,0,0,0,2,10400
4,1,3,0,0,0,3,10500
4,1,3,0,0,0,4,10350
4,1,3,0,0,1,0,10600
4,1,3,0,0,1,1,10850
4,1,3,0,0,1,2,10800
4,1,3,0,0,1,3,10900
4,1,3,0,0,1,4,10750
4,1,3,0,1,0,0,10800
4,1,3,0,1,0,1,11050
4,1,3,0,1,0,2,11000
4,1,3,0,1,0,3,11100
4,1,3,0,1,0,4,10950
4,1,3,0,1,1,0,11200
4,1,3,0,1,1,1,11450
4,1,3,0,1,1,2,11400
4,1,3,0,1,1,3,11500
4,1,3,0,1,1,4,11350
3,1,1,1,0,0,0,8100
3,1,1,1,0,0,1,8350
3,1,1,1,0,0,2,8300
3,1,1,1,0,0,3,8400
3,1,1,1,0,0,4,8250
3,1,1,1,0,1,0,8500
3,1,1,1,0,1,1,8750
3,1,1,1,0,1,2,8700
3,1,1,1,0,1,3,8800
3,1,1,1,0,1,4,8650
3,1,1,1,1,0,0,8700
3,1,1,1,1,0,1,8950
3,1,1,1,1,0,2,8900
3,1,1,1,1,0,3,9000
3,1,1,1,1,0,4,8850
3,1,1,1,1,1,0,9100
3,1,1,1,1,1,1,9350
3,1,1,1,1,1,2,9300
3,1,1,1,1,1,3,9400
3,1,1,1,1,1,4,9250
3,1,1,0,0,0,0,7800
3,1,1,0,0,0,1,8050
3,1,1,0,0,0,2,8000
3,1,1,0,0,0,3,8100
3,1,1,0,0,0,4,7950
3,1,1,0,0,1,0,8200
3,1,1,0,0,1,1,8450
3,1,1,0,0,1,2,8400
3,1,1,0,0,1,3,8500
3,1,1,0,0,1,4,8350
3,1,1,0,1,0,0,8400
3,1,1,0,1,0,1,8650
3,1,1,0,1,0,2,8600
3,1,1,0,1,0,3,8700
3,1,1,0,1,0,4,8550
3,1,1,0,1,1,0,8800
3,1,1,0,1,1,1,9050
3,1,1,0,1,1,2,9000
3,1,1,0,1,1,3,9100
3,1,1,0,1,1,4,8950
3,1,2,1,0,0,0,7800
3,1,2,1,0,0,1,8050
3,1,2,1,0,0,2,8000
3,1,2,1,0,0,3,8100
3,1,2,1,0,0,4,7950
3,1,2,1,0,1,0,8200
3,1,2,1,0,1,1,8450
3,1,2,1,0,1,2,8400
3,1,2,1,0,1,3,8500
3,1,2,1,0,1,4,8350
3,1,2,1,1,0,0,8400
3,1,2,1,1,0,1,8650
3,1,2,1,1,0,2,8600
3,1,2,1,1,0,3,8700
3,1,2,1,1,0,4,8550
3,1,2,1,1,1,0,8800
3,1,2,1,1,1,1,9050
3,1,2,1,1,1,2,9000
3,1,2,1,1,1,3,9100
3,1,2,1,1,1,4,8950
3,1,2,0,0,0,0,7500
3,1,2,0,0,0,1,7750
3,1,2,0,0,0,2,7700
3,1,2,0,0,0,3,7800
3,1,2,0,0,0,4,7650
3,1,2,0,0,1,0,7900
3,1,2,0,0,1,1,8150
3,1,2,0,0,1,2,8100
3,1,2,0,0,1,3,8200
3,1,2,0,0,1,4,8050
3,1,2,0,1,0,0,8100
3,1,2,0,1,0,1,8350
3,1,2,0,1,0,2,8300
3,1,2,0,1,0,3,8400
3,1,2,0,1,0,4,8250
3,1,2,0,1,1,0,8500
3,1,2,0,1,1,1,8750
3,1,2,0,1,1,2,8700
3,1,2,0,1,1,3,8800
3,1,2,0,1,1,4,8650
3,1,3,1,0,0,0,7500
3,1,3,1,0,0,1,7750
3,1,3,1,0,0,2,7700
3,1,3,1,0,0,3,7800
3,1,3,1,0,0,4,7650
3,1,3,1,0,1,0,7900
3,1,3,1,0,1,1,8150
3,1,3,1,0,1,2,8100
3,1,3,1,0,1,3,8200
3,1,3,1,0,1,4,8050
3,1,3,1,1,0,0,8100
3,1,3,1,1,0,1,8350
3,1,3,1,1,0,2,8300
3,1,3,1,1,0,3,8400
3,1,3,1,1,0,4,8250
3,1,3,1,1,1,0,8500
3,1,3,1,1,1,1,8750
