H_Grade,H_District,Guest_Sum,H_Accomadation,H_Type,W_DaN,W_Theme,Bugget
4,0,1,1,1,1,3,5690
4,0,1,1,1,1,4,5650
4,0,1,0,0,0,0,4900
4,0,1,0,0,0,1,5050
4,0,1,0,0,0,2,5020
4,0,1,0,0,0,3,4990
4,0,1,0,0,0,4,4950
4,0,1,0,0,1,0,5100
4,0,1,0,0,1,1,5250
4,0,1,0,0,1,2,5220
4,0,1,0,0,1,3,5190
4,0,1,0,0,1,4,5150
4,0,1,0,1,0,0,5300
4,0,1,0,1,0,1,5450
4,0,1,0,1,0,2,5420
4,0,1,0,1,0,3,5390
4,0,1,0,1,0,4,5350
4,0,1,0,1,1,0,5500
4,0,1,0,1,1,1,5650
4,0,1,0,1,1,2,5620
4,0,1,0,1,1,3,5590
4,0,1,0,1,1,4,5550
4,0,2,1,0,0,0,4800
4,0,2,1,0,0,1,4950
4,0,2,1,0,0,2,4920
4,0,2,1,0,0,3,4890
4,0,2,1,0,0,4,4850
4,0,2,1,0,1,0,5000
4,0,2,1,0,1,1,5150
4,0,2,1,0,1,2,5120
4,0,2,1,0,1,3,5090
4,0,2,1,0,1,4,5050
4,0,2,1,1,0,0,5200
4,0,2,1,1,0,1,5350
4,0,2,1,1,0,2,5320
4,0,2,1,1,0,3,5290
4,0,2,1,1,0,4,5250
4,0,2,1,1,1,0,5400
4,0,2,1,1,1,1,5550
4,0,2,1,1,1,2,5520
4,0,2,1,1,1,3,5490
4,0,2,1,1,1,4,5450
4,0,2,0,0,0,0,4700
4,0,2,0,0,0,1,4850
4,0,2,0,0,0,2,4820
4,0,2,0,0,0,3,4790
4,0,2,0,0,0,4,4750
4,0,2,0,0,1,0,4900
4,0,2,0,0,1,1,5050
4,0,2,0,0,1,2,5020
4,0,2,0,0,1,3,4990
4,0,2,0,0,1,4,4950
4,0,2,0,1,0,0,5100
4,0,2,0,1,0,1,5250
4,0,2,0,1,0,2,5220
4,0,2,0,1,0,3,5190
4,0,2,0,1,0,4,5150
4,0,2,0,1,1,0,5300
4,0,2,0,1,1,1,5450
4,0,2,0,1,1,2,5420
4,0,2,0,1,1,3,5390
4,0,2,0,1,1,4,5350
4,0,3,1,0,0,0,4700
4,0,3,1,0,0,1,4850
4,0,3,1,0,0,2,4820
4,0,3,1,0,0,3,4790
4,0,3,1,0,0,4,4750
4,0,3,1,0,1,0,4900
4,0,3,1,0,1,1,5050
4,0,3,1,0,1,2,5020
4,0,3,1,0,1,3,4990
4,0,3,1,0,1,4,4950
4,0,3,1,1,0,0,5100
4,0,3,1,1,0,1,5250
4,0,3,1,1,0,2,5220
4,0,3,1,1,0,3,5190
4,0,3,1,1,0,4,5150
4,0,3,1,1,1,0,5300
4,0,3,1,1,1,1,5450
4,0,3,1,1,1,2,5420
4,0,3,1,1,1,3,5390
4,0,3,1,1,1,4,5350
4,0,3,0,0,0,0,4600
4,0,3,0,0,0,1,4750
4,0,3,0,0,0,2,4720
4,0,3,0,0,0,3,4690
4,0,3,0,0,0,4,4650
4,0,3,0,0,1,0,4800
4,0,3,0,0,1,1,4950
4,0,3,0,0,1,2,4920
4,0,3,0,0,1,3,4890
4,0,3,0,0,1,4,4850
4,0,3,0,1,0,0,5000
4,0,3,0,1,0,1,5150
4,0,3,0,1,0,2,5120
4,0,3,0,1,0,3,5090
4,0,3,0,1,0,4,5050
4,0,3,0,1,1,0,5200
4,0,3,0,1,1,1,5350
4,0,3,0,1,1,2,5320
4,0,3,0,1,1,3,5290
4,0,3,0,1,1,4,5250
3,0,1,1,0,0,0,4700
3,0,1,1,0,0,1,4850
3,0,1,1,0,0,2,4820
3,0,1,1,0,0,3,4790
3,0,1,1,0,0,4,4750
3,0,1,1,0,1,0,4900
3,0,1,1,0,1,1,5050
3,0,1,1,0,1,2,5020
3,0,1,1,0,1,3,4990
3,0,1,1,0,1,4,4950
3,0,1,1,1,0,0,5100
3,0,1,1,1,0,1,5250
3,0,1,1,1,0,2,5220
3,0,1,1,1,0,3,5190
3,0,1,1,1,0,4,5150
3,0,1,1,1,1,0,5300
3,0,1,1,1,1,1,5450
3,0,1,1,1,1,2,5420
3,0,1,1,1,1,3,5390
3,0,1,1,1,1,4,5350
3,0,1,0,0,0,0,4600
3,0,1,0,0,0,1,4750
3,0,1,0,0,0,2,4720
3,0,1,0,0,0,3,4690
3,0,1,0,0,0,4,4650
3,0,1,0,0,1,0,4800
3,0,1,0,0,1,1,4950
3,0,1,0,0,1,2,4920
3,0,1,0,0,1,3,4890
3,0,1,0,0,1,4,4850
3,0,1,0,1,0,0,5000
3,0,1,0,1,0,1,5150
3,0,1,0,1,0,2,5120
3,0,1,0,1,0,3,5090
3,0,1,0,1,0,4,5050
3,0,1,0,1,1,0,5200
3,0,1,0,1,1,1,5350
3,0,1,0,1,1,2,5320
3,0,1,0,1,1,3,5290
3,0,1,0,1,1,4,5250
3,0,2,1,0,0,0,4500
3,0,2,1,0,0,1,4650
3,0,2,1,0,0,2,4620
3,0,2,1,0,0,3,4590
3,0,2,1,0,0,4,4550
3,0,2,1,0,1,0,4700
3,0,2,1,0,1,1,4850
3,0,2,1,0,1,2,4820
3,0,2,1,0,1,3,4790
3,0,2,1,0,1,4,4750
3,0,2,1,1,0,0,4900
3,0,2,1,1,0,1,5050
3,0,2,1,1,0,2,5020
3,0,2,1,1,0,3,4990
3,0,2,1,1,0,4,4950
3,0,2,1,1,1,0,5100
3,0,2,1,1,1,1,5250
3,0,2,1,1,1,2,5220
3,0,2,1,1,1,3,5190
3,0,2,1,1,1,4,5150
3,0,2,0,0,0,0,4400
3,0,2,0,0,0,1,4550
3,0,2,0,0,0,2,4520
3,0,2,0,0,0,3,4490
3,0,2,0,0,0,4,4450
3,0,2,0,0,1,0,4600
3,0,2,0,0,1,1,4750
3,0,2,0,0,1,2,4720
3,0,2,0,0,1,3,4690
3,0,2,0,0,1,4,4650
3,0,2,0,1,0,0,4800
3,0,2,0,1,0,1,4950
3,0,2,0,1,0,2,4920
3,0,2,0,1,0,3,4890
3,0,2,0,1,0,4,4850
3,0,2,0,1,1,0,5000
3,0,2,0,1,1,1,5150
3,0,2,0,1,1,2,5120
3,0,2,0,1,1,3,5090
3,0,2,0,1,1,4,5050
3,0,3,1,0,0,0,4400
3,0,3,1,0,0,1,4550
3,0,3,1,0,0,2,4520
3,0,3,1,0,0,3,4490
3,0,3,1,0,0,4,4450
3,0,3,1,0,1,0,4600
3,0,3,1,0,1,1,4750
3,0,3,1,0,1,2,4720
3,0,3,1,0,1,3,4690
3,0,3,1,0,1,4,4650
3,0,3,1,1,0,0,4800
3,0,3,1,1,0,1,4950
3,0,3,1,1,0,2,4920
3,0,3,1,1,0,3,4890
3,0,3,1,1,0,4,4850
3,0,3,1,1,1,0,5000
3,0,3,1,1,1,1,5150
3,0,3,1,1,1,2,5120
3,0,3,1,1,1,3,5090
3,0,3,1,1,1,4,5050
3,0,3,0,0,0,0,4300
3,0,3,0,0,0,1,4450
3,0,3,0,0,0,2,4420
3,0,3,0,0,0,3,4390
3,0,3,0,0,0,4,4350
3,0,3,0,0,1,0,4500
3,0,3,0,0,1,1,4650
3,0,3,0,0,1,2,4620
3,0,3,0,0,1,3,4590
3,0,3,0,0,1,4,4550
3,0,3,0,1,0,0,4700
3,0,3,0,1,0,1,4850
3,0,3,0,1,0,2,4820
3,0,3,0,1,0,3,4790
3,0,3,0,1,0,4,4750
3,0,3,0,1,1,0,4900
3,0,3,0,1,1,1,5050
3,0,3,0,1,1,2,5020
3,0,3,0,1,1,3,4990
3,0,3,0,1,1,4,4950
2,0,1,1,0,0,0,4600
2,0,1,1,0,0,1,4750
2,0,1,1,0,0,2,4720
2,0,1,1,0,0,3,4690
2,0,1,1,0,0,4,4650
2,0,1,1,0,1,0,4800
2,0,1,1,0,1,1,4950
2,0,1,1,0,1,2,4920
2,0,1,1,0,1,3,4890
2,0,1,1,0,1,4,4850
2,0,1,1,1,0,0,5000
2,0,1,1,1,0,1,5150
2,0,1,1,1,0,2,5120
2,0,1,1,1,0,3,5090
2,0,1,1,1,0,4,5050
2,0,1,1,1,1,0,5200
2,0,1,1,1,1,1,5350
2,0,1,1,1,1,2,5320
2,0,1,1,1,1,3,5290
2,0,1,1,1,1,4,5250
2,0,1,0,0,0,0,4500
2,0,1,0,0,0,1,4650
2,0,1,0,0,0,2,4620
2,0,1,0,0,0,3,4590
2,0,1,0,0,0,4,4550
2,0,1,0,0,1,0,4700
2,0,1,0,0,1,1,4850
2,0,1,0,0,1,2,4820
2,0,1,0,0,1,3,4790
2,0,1,0,0,1,4,4750
2,0,1,0,1,0,0,4900
2,0,1,0,1,0,1,5050
2,0,1,0,1,0,2,5020
2,0,1,0,1,0,3,4990
2,0,1,0,1,0,4,4950
2,0,1,0,1,1,0,5100
2,0,1,0,1,1,1,5250
2,0,1,0,1,1,2,5220
2,0,1,0,1,1,3,5190
2,0,1,0,1,1,4,5150
2,0,2,1,0,0,0,4400
2,0,2,1,0,0,1,4550
2,0,2,1,0,0,2,4520
2,0,2,1,0,0,3,4490
2,0,2,1,0,0,4,4450
2,0,2,1,0,1,0,4600
2,0,2,1,0,1,1,4750
2,0,2,1,0,1,2,4720
2,0,2,1,0,1,3,4690
2,0,2,1,0,1,4,4650
2,0,2,1,1,0,0,4800
2,0,2,1,1,0,1,4950
2,0,2,1,1,0,2,4920
2,0,2,1,1,0,3,4890
2,0,2,1,1,0,4,4850
2,0,2,1,1,1,0,5000
2,0,2,1,1,1,1,5150
2,0,2,1,1,1,2,5120
2,0,2,1,1,1,3,5090
2,0,2,1,1,1,4,5050
2,0,2,0,0,0,0,4300
2,0,2,0,0,0,1,4450
2,0,2,0,0,0,2,4420
2,0,2,0,0,0,3,4390
2,0,2,0,0,0,4,4350
2,0,2,0,0,1,0,4500
2,0,2,0,0,1,1,4650
2,0,2,0,0,1,2,4620
2,0,2,0,0,1,3,4590
2,0,2,0,0,1,4,4550
2,0,2,0,1,0,0,4700
2,0,2,0,1,0,1,4850
2,0,2,0,1,0,2,4820
2,0,2,0,1,0,3,4790
2,0,2,0,1,0,4,4750
2,0,2,0,1,1,0,4900
2,0,2,0,1,1,1,5050
2,0,2,0,1,1,2,5020
2,0,2,0,1,1,3,4990
2,0,2,0,1,1,4,4950
2,0,3,1,0,0,0,4300
2,0,3,1,0,0,1,4450
2,0,3,1,0,0,2,4420
2,0,3,1,0,0,3,4390
2,0,3,1,0,0,4,4350
2,0,3,1,0,1,0,4500
2,0,3,1,0,1,1,4650
2,0,3,1,0,1,2,4620
2,0,3,1,0,1,3,4590
2,0,3,1,0,1,4,4550
2,0,3,1,1,0,0,4700
2,0,3,1,1,0,1,4850
2,0,3,1,1,0,2,4820
2,0,3,1,1,0,3,4790
2,0,3,1,1,0,4,4750
2,0,3,1,1,1,0,4900
2,0,3,1,1,1,1,5050
2,0,3,1,1,1,2,5020
2,0,3,1,1,1,3,4990
2,0,3,1,1,1,4,4950
2,0,3,0,0,0,0,4200
2,0,3,0,0,0,1,4350
2,0,3,0,0,0,2,4320
2,0,3,0,0,0,3,4290
2,0,3,0,0,0,4,4250
2,0,3,0,0,1,0,4400
2,0,3,0,0,1,1,4550
2,0,3,0,0,1,2,4520
2,0,3,0,0,1,3,4490
2,0,3,0,0,1,4,4450
2,0,3,0,1,0,0,4600
2,0,3,0,1,0,1,4750
2,0,3,0,1,0,2,4720
2,0,3,0,1,0,3,4690
2,0,3,0,1,0,4,4650
2,0,3,0,1,1,0,4800
2,0,3,0,1,1,1,4950
2,0,3,0,1,1,2,4920
2,0,3,0,1,1,3,4890
2,0,3,0,1,1,4,4850
